,제목,URL,신문사,작성일,세부내용,url
211,5년 만에 열린 한일 `2+2` 외교안보대화…북핵문제 논의,,이데일리,2023.04.17,17일 오전 서울 종로구 외교부에서 한일 제12차 안보 정책협의회가 열리고 있다. (사진=공동취재) 한일 양국의 외교·국방 당국자들이 안보 협력 방안을 논의하는 안보정책협의회가 17일 정부서울청사에서 열렸다. 지난달,https://n.news.naver.com/mnews/article/018/0005465747?sid=100
212,"한·일, 5년만에 국장급 참석한 ‘2+2’ 외교안보대화 재개",,경향신문,2023.04.17,한국과 일본의 외교·국방 분야 국장급이 참여한 ‘2+2’ 형태의 외교안보 대화가 5년 만에 서울에서 열렸다. 지난달 한·일 정상회담서 양국 정상 간 합의에 따른 후속조치다. 17일 오전 서울 외교부 청사에서 열린 ‘,https://n.news.naver.com/mnews/article/032/0003217830?sid=100
213,"韓·日, 5년 만에 안보협력 재개… 군사정보 공유 논의한 듯",,세계일보,2023.04.17,"국장급 2+2 안보 정책 협의회 양국 정상회담 이후 협의체 가동 외교·국방 정책, 동북아 안보 논의 군사 문제 신뢰 회복 공감대 형성 외교 차관급 전략대화도 추진 전망 지난달 한·일 정상회담 후속 조치로 한·일 양국",https://n.news.naver.com/mnews/article/022/0003803385?sid=100
214,"한일, 5년 만에 외교안보대화… 동해선 한미일 이지스함 뭉쳐",,서울신문,2023.04.18,한일 외교·국방 당국자가 참여하는 ‘2+2’ 국장급 외교안보 대화가 5년 만에 재개됐다. 지난달 열린 한일 정상회담에서 윤석열 대통령과 기시다 후미오 일본 총리가 양국 간 다양한 협의체를 조속히 복원하자고 합의한 이,https://n.news.naver.com/mnews/article/081/0003354465?sid=100
215,"한일 외교안보대화 ""안보협력도 미래지향적으로 발전""(종합2보)",,뉴스1,2023.04.17,"노민호 이창규 기자 = 우리나라와 일본의 외교안보 분야 국장급 당국자들이 17일 ""한일 간 안보협력을 미래지향적으로 발전시켜가자""는 데 뜻을 같이했다. 외교부와 국방부에 따르면 한일 양측은 이날 서울 외교부 청사에서",https://n.news.naver.com/mnews/article/421/0006752179?sid=100
216,"한일정상이 합의한 '전략대화 재개' 본격 시동… ""미래지향 발전""",,뉴스1,2023.04.17,우리나라와 일본의 외교·안보 분야 국장급 실무자들이 참석하는 '한일안보정책협의회'(2+2 외교안보대화)가 5년 만에 열리면서 그간 중단됐던 양국 간 '전략대화' 재개의 시동을 걸었다. 서민정 외교부 아시아·태평양국장,https://n.news.naver.com/mnews/article/421/0006752987?sid=100
217,"한일, 5년 만에 2+2 외교안보대화…북핵 대응 등 논의",,뉴시스,2023.04.17,기사내용 요약 2018년 관계 악화 이후 처음 北정세 공유…국방안보 협력 [서울=뉴시스]최서진 기자 = 한일 양국의 외교·국방 당국이 참여하는 '2+2' 형태의 국장급 외교안보 대화가 서울에서 5년 만에 재개됐다. ,https://n.news.naver.com/mnews/article/003/0011807599?sid=100
218,"한일, 5년 만에 2+2 외교안보대화…""동북아 안보환경 인식 공유""",,더팩트,2023.04.17,2018년 관계 악화 이후 처음 北정세 공유…국방안보 협력 ﻿한일 양국 국장급 외교·국방 당국자가 참여하는 한일 안보정책협의회가 17일 개최됐다. 이번 협의회는 지난달 16일 한일 정상회담 결과의 후속 ,https://n.news.naver.com/mnews/article/629/0000212092?sid=100
219,한일 ‘2+2 외교안보대화’ 오늘 서울서 열린다…5년 만에 재개,,중앙일보,2023.04.17,한국과 일본이 양국 외교·국방 협력 방안을 논의하는 제12차 안보정책협의회(협의회) 이른바 '국장급 2+2 외교안보 대화'가 17일 서울에서 열린다. 외교부는 한일 외교·안보 국장급 인사가 참여하는 협의회가 이날 오,https://n.news.naver.com/mnews/article/025/0003273584?sid=100
220,한·일 ‘2+2’ 안보협의회 5년 만에 재개… 한·미·일 北미사일 방어훈련도,,국민일보,2023.04.17,한·일 외교·국방 당국이 17일 서울에서 ‘2+2’ 형태의 한·일 안보정책협의회를 5년 만에 열고 양국의 안보협력을 미래 지향적으로 발전시켜 나가기로 합의했다. 이날 외교부 청사에서 개최된 제12차 한·일 안보정책협,https://n.news.naver.com/mnews/article/005/0001601820?sid=100
221,"한미일, 북핵 위협 공조 강화… 한일 `국장급 대화` 5년만에 재개",,디지털타임스,2023.04.17,"한미일 3국 간 외교·안보 공조가 더욱 단단해지고 있다. 한국과 미국, 일본은 17일 북한의 핵·미사일 위협에 대응하는 연합훈련을 동해 공해상에서 실시했다. 한일 양국의 '2+2' 외교·국방 국장급 외교·안보 대화도",https://n.news.naver.com/mnews/article/029/0002795214?sid=100
222,"한일 5년만에 ‘2+2외교안보대화’…“안보 협력, 미래지향적 발전”",,KBS,2023.04.17,"한일 외교·국방 당국이 북핵 문제 등 현안에 대해 논의하고 양국의 안보 협력을 미래지향적으로 발전시켜나가기로 했습니다. 외교부는 오늘(17일) 오전 서울 외교부 청사에서 열린 '제12차 한일 안보정책협의회'에서 ""북",https://n.news.naver.com/mnews/article/056/0011466949?sid=100
223,5년 만에 열린 한일 ‘2+2’ 외교안보대화 “안보협력 미래지향적 발전시키자” 공감대,,한국일보,2023.04.17,한일 외교·국방 당국자가 참여하는 2+2 형태의 국장급 외교안보 대화가 5년 만에 재개됐다. 지난달 열린 한일정상회담에서 윤석열 대통령과 기시다 후미오 일본 총리가 양국 간 다양한 협의체들을 조속히 복원하자고 합의한,https://n.news.naver.com/mnews/article/469/0000734550?sid=100
224,"한일 5년만에 '2+2 안보대화'…""차관급도 곧 재개""",,서울경제,2023.04.17,한일이 ‘2+2 외교안보 대화’로 불리는 한일 안보정책협의회를 2018년 3월 이후 약 5년 만에 재개했다. 17일 외교부에 따르면 한일은 이날 서울 종로 외교부 청사에서 제12차 한일 안보정책협의회를 열었다. 이 ,https://n.news.naver.com/mnews/article/011/0004180075?sid=100
225,韓日 '외교안보 2+2 대화' 5년만에 재개…정상회담 후속 조치,,머니투데이,2023.04.17,한일 외교안보 당국자 협의체인 한일 안보정책협의회(2+2 외교안보 대화)가 5년 만에 재개됐다고 17일 외교부가 밝혔다. 지난 3월16일 한일 정상회담 결과에 따른 후속 조치 성격인 이번 제12차 한일 안보정책협의회,https://n.news.naver.com/mnews/article/008/0004875930?sid=100
226,"한일, ‘2+2′ 국장급 외교·안보 대화 재개…2018년 이후 5년만",,조선비즈,2023.04.17,"한일 양국의 ‘2+2′ 형태의 외교·국방 국장급 외교·안보 대화가 서울에서 5년 만에 재개됐다. 양국은 17일 오전 서울 외교부 청사에서 한국 외교부와 국방부, 일본 외무성과 방위성 인사들이 참여한 가운데 ‘제12차",https://n.news.naver.com/mnews/article/366/0000894238?sid=100
227,"한일, 5년 만에 오늘 '2+2 외교안보대화'…북핵 대응 등 논의",,SBS,2023.04.17,"▲ 서민정 외교부 아시아태평양국장과 후나코시 다케히로 외무성 아시아대양주 국장 오늘(17일) 오전 서울에서 12차 한일 안보정책협의회가 열립니다. 오늘 열리는 협의회에는 서민정 외교부 아시아태평양국장, 우경석 국방부",https://n.news.naver.com/mnews/article/055/0001051043?sid=100
228,"한일, 5년만에 '2+2' 외교안보대화 재개…북핵·안보협력 논의",,아시아경제,2023.04.17,한일 외교·안보 당국자가 각각 참석하는 ‘2+2’ 형태의 국장급 외교안보대화가 5년만에 열렸다. 이 회의에서는 북핵과 양국의 안보협력에 대한 논의가 이뤄졌다. 양국은 이날 오전 10시께 서울 외교부 청사에서 ‘제12,https://n.news.naver.com/mnews/article/277/0005246580?sid=100
229,한일 '2+2 외교안보대화' 5년 만에 재가동… 북핵 집중 논의(종합),,뉴스1,2023.04.17,노민호 이창규 기자 = 우리나라와 일본의 외교·안보 분야 국장급 당국자들이 참석하는 '한일안보정책협의회'(2+2 외교안보대화)가 5년 만에 재개됐다. 17일 오전 서울 외교부 청사에서 열린 협의회엔 우리 측에선 서민,https://n.news.naver.com/mnews/article/421/0006751425?sid=100
230,"한일, 5년만에 안보정책협의 … 북핵 대응 논의",,매일경제,2023.04.17,정상회담 후속 서울서 열려 한미정보동맹 日포함 '주목' 한미정상회담을 일주일 앞둔 17일 한국과 일본이 서울에서 제12차 안보정책협의회를 열어 북핵 문제 대응을 비롯한 안보·국방 분야 현안을 주제로 논의했다. 서울 ,https://n.news.naver.com/mnews/article/009/0005117745?sid=100
231,"한일, 5년만에 '2+2 외교안보대화'…北정세 등 논의",,아시아경제,2023.04.17,한일 양국의 국방과 안보 협력 방안을 논의하는 '국장급 2+2 외교안보 대화' 17일 오전 서울에서 열린다. 한일은 이날 오전 종로구 외교부 청사에서 '제12차 한일 안보정책협의회'을 개최하기로 했다. 협의회에는 서,https://n.news.naver.com/mnews/article/277/0005246164?sid=100
232,"한일, 5년 만에 ‘2+2’ 외교안보대화…“양국 안보협력 미래지향적 발전”",,한겨레,2023.04.17,한국과 일본이 17일 서울에서 외교·국방 당국자들이 참가한 ‘한-일 안보정책협의회’(2+2 외교·안보 대화)를 열고 안보 협력을 미래지향적으로 발전시키자는 데 뜻을 모았다. 양국 사이의 안보정책협의회가 열린 것은 5,https://n.news.naver.com/mnews/article/028/0002636106?sid=100
233,"한일, 오늘 5년 만에 ‘2+2 외교안보 대화’",,경향신문,2023.04.17,한·일 정상회담 후속 조치로 양국 외교·국방 협력 방안을 논의하는 제12차 한·일 안보정책협의회(국장급 2+2 외교안보 대화)가 17일 서울에서 열린다. 이번 협의회는 지난달 열린 한·일 정상회담에서 양국 정상이 양,https://n.news.naver.com/mnews/article/032/0003217677?sid=100
234,"[뉴스포커스] 한일, 오늘 '2+2 외교안보대화'…5년 만에 재개",,연합뉴스TV,2023.04.17,오늘 오전 서울에서 제12차 '한일 안보정책협의회'가 개최됩니다. 한일 정상회담 후속 조치로 한일 외교·국방 '국장급 2+2 외교안보 대화'가 열리는 건데요. 북핵 대응 등 양국의 외교·국방 협력 방안을 논의할 예정,https://n.news.naver.com/mnews/article/422/0000594230?sid=100
235,한일 안보정책협의회 개최…북핵 문제 등 동북아 안보 협력 논의,,파이낸셜뉴스,2023.04.17,"한일 양국의 외교안보 당국자가 참석한 제12차 한일 안보정책협의회가 17일 외교부에서 개최됐다. 우리측에서는 서민정 외교부 아시아태평양국장과 우경석 국방부 국제정책차장 등 외교부 및 국방부 관계자가, 일본측에서는 후",https://n.news.naver.com/mnews/article/014/0004998036?sid=100
236,"결국 입 연 김기현 ""전광훈, 그 입 당장 닫아주길""",,주간조선,2023.04.18,"김기현 국민의힘 대표가 전광훈 사랑제일교회 목사를 두고 ""그 입을 당장 닫아주셨으면 좋겠다""며 불편한 심겸을 전했다. 최근 국민의힘에서는 김 대표가 전 목사를 향한 미온적 대처로 홍준표 대구시장과 내홍으로 당 지지율",https://n.news.naver.com/mnews/article/053/0000035750?sid=100
237,"국민의힘, 전광훈 당원 가입 독려에 “그 입 당장 닫아라. 당 뭘로 알고, 어이없다”",,세계일보,2023.04.18,"“전광훈, 정치적 야욕 실현 위해 당원 선동” 유상범 “전 목사 자신 정치적 야욕 실현하기 위해 당원 가입 선동” 전광훈 사랑제일교회 목사가 17일 오전 서울 성북구 사랑제일교회에서 열린 '국민의힘, 공천권 폐지하고",https://n.news.naver.com/mnews/article/022/0003803588?sid=100
238,"與, 격랑속으로…전광훈·지도부 리스크·지지율 '三重苦'",,이데일리,2023.04.17,국민의힘이 김기현 지도부 체제가 들어선지 40여 일 만에 최대 위기에 봉착했다. 당 최고위원들의 잇단 실언으로 지도부 책임론이 커진 상황에서 현 사태를 촉발한 주범격인 극우 성향의 전광훈 목사가 당을 향한 공격 수위,https://n.news.naver.com/mnews/article/018/0005465902?sid=100
239,국힘 점령 선포한 전광훈 목사에 김기현 대표 격앙,,오마이뉴스,2023.04.17,"전 목사 ""공천권 폐지해야, 당원 가입 운동할 것""... 김 대표 ""황당무계"" ▲ 전광훈 목사가 17일 오전 서울 성북구 장위동 사랑제일교회에서 ‘전국민 국민의힘 당원가입운동’을 벌일 것과 함께 총선 관련 공천권 폐",https://n.news.naver.com/mnews/article/047/0002389109?sid=100
240,"국민의힘, '질척' 전광훈에 골머리…""그 입 닫아라""",,더팩트,2023.04.18,"전광훈 '결별 선언' 암시했다가 돌연 ""국민의힘 당원 가입 운동"" 주장 김기현, 공천권 언급에 ""기가 막히고 어이없어"" 분노 폭발 국민의힘이 17일 전광훈 사랑제일교회 목사를 향해 처음으로 ""매우 불쾌하다""며 공개적",https://n.news.naver.com/mnews/article/629/0000212210?sid=100
241,"전광훈 ""공천권 폐지하라""‥김기현 ""입 닫아라""",,MBC,2023.04.18,"극우세력인 전광훈 사랑제일교회 목사가 국민의힘 당원가입 운동을 하겠다며 공천권 폐지를 요구했습니다. 당원도 아니면서, 여당 내 논란을 증폭시키는 전 목사에 대해 김기현 대표는 노골적으로 불쾌감을 드러냈습니다. 구민지",https://n.news.naver.com/mnews/article/214/0001266971?sid=100
